2.14549098  -0.75586928
2.15731463  -0.75377098
2.16913828  -0.75169755
2.18096192  -0.74964880
2.19278557  -0.74762454
2.20460922  -0.74562458
2.21643287  -0.74364871
2.22825651  -0.74169675
2.24008016  -0.73976848
2.25190381  -0.73786370
2.26372745  -0.73598222
2.27555110  -0.73412381
2.28737475  -0.73228828
2.29919840  -0.73047541
2.31102204  -0.72868500
2.32284569  -0.72691682
2.33466934  -0.72517068
2.34649299  -0.72344636
2.35831663  -0.72174364
2.37014028  -0.72006231
2.38196393  -0.71840217
2.39378758  -0.71676299
2.40561122  -0.71514457
2.41743487  -0.71354669
2.42925852  -0.71196914
2.44108216  -0.71041171
2.45290581  -0.70887419
2.46472946  -0.70735636
2.47655311  -0.70585803
2.48837675  -0.70437898
2.50020040  -0.70291901
2.51202405  -0.70147791
2.52384770  -0.70005546
2.53567134  -0.69865148
2.54749499  -0.69726576
2.55931864  -0.69589809
2.57114228  -0.69454828
2.58296593  -0.69321612
2.59478958  -0.69190143
2.60661323  -0.69060399
2.61843687  -0.68932363
2.63026052  -0.68806013
2.64208417  -0.68681332
2.65390782  -0.68558300
2.66573146  -0.68436898
2.67755511  -0.68317108
2.68937876  -0.68198911
2.70120240  -0.68082287
2.71302605  -0.67967220
2.72484970  -0.67853690
2.73667335  -0.67741680
2.74849699  -0.67631172
2.76032064  -0.67522147
2.77214429  -0.67414589
2.78396794  -0.67308480
2.79579158  -0.67203802
2.80761523  -0.67100538
2.81943888  -0.66998671
2.83126253  -0.66898185
2.84308617  -0.66799061
2.85490982  -0.66701285
2.86673347  -0.66604838
2.87855711  -0.66509705
2.89038076  -0.66415869
2.90220441  -0.66323315
2.91402806  -0.66232025
2.92585170  -0.66141985
2.93767535  -0.66053178
2.94949900  -0.65965589
2.96132265  -0.65879202
2.97314629  -0.65794002
2.98496994  -0.65709974
2.99679359  -0.65627101
3.00861723  -0.65545371
3.02044088  -0.65464766
3.03226453  -0.65385274
3.04408818  -0.65306878
3.05591182  -0.65229564
3.06773547  -0.65153319
3.07955912  -0.65078127
3.09138277  -0.65003974
3.10320641  -0.64930847
3.11503006  -0.64858731
3.12685371  -0.64787613
3.13867735  -0.64717478
3.15050100  -0.64648313
3.16232465  -0.64580106
3.17414830  -0.64512841
3.18597194  -0.64446507
3.19779559  -0.64381089
3.20961924  -0.64316575
3.22144289  -0.64252953
3.23326653  -0.64190208
3.24509018  -0.64128330
3.25691383  -0.64067304
3.26873747  -0.64007119
3.28056112  -0.63947762
3.29238477  -0.63889221
3.30420842  -0.63831484
3.31603206  -0.63774540
3.32785571  -0.63718376
3.33967936  -0.63662981
3.35150301  -0.63608342
3.36332665  -0.63554450
3.37515030  -0.63501292
3.38697395  -0.63448857
3.39879760  -0.63397134
3.41062124  -0.63346112
3.42244489  -0.63295781
3.43426854  -0.63246129
3.44609218  -0.63197146
3.45791583  -0.63148822
3.46973948  -0.63101146
3.48156313  -0.63054109
3.49338677  -0.63007699
3.50521042  -0.62961907
3.51703407  -0.62916724
3.52885772  -0.62872139
3.54068136  -0.62828143
3.55250501  -0.62784726
3.56432866  -0.62741880
3.57615230  -0.62699594
3.58797595  -0.62657860
3.59979960  -0.62616669
3.61162325  -0.62576012
3.62344689  -0.62535881
3.63527054  -0.62496266
3.64709419  -0.62457159
3.65891784  -0.62418552
3.67074148  -0.62380436
3.68256513  -0.62342804
3.69438878  -0.62305647
3.70621242  -0.62268958
3.71803607  -0.62232728
3.72985972  -0.62196951
3.74168337  -0.62161618
3.75350701  -0.62126722
3.76533066  -0.62092255
3.77715431  -0.62058212
3.78897796  -0.62024583
3.80080160  -0.61991363
3.81262525  -0.61958545
3.82444890  -0.61926122
3.83627255  -0.61894086
3.84809619  -0.61862432
3.85991984  -0.61831154
3.87174349  -0.61800244
3.88356713  -0.61769696
3.89539078  -0.61739505
3.90721443  -0.61709665
3.91903808  -0.61680169
3.93086172  -0.61651011
3.94268537  -0.61622186
3.95450902  -0.61593689
3.96633267  -0.61565513
3.97815631  -0.61537653
3.98997996  -0.61510104
4.00180361  -0.61482861
4.01362725  -0.61455918
4.02545090  -0.61429271
4.03727455  -0.61402914
4.04909820  -0.61376842
4.06092184  -0.61351051
4.07274549  -0.61325536
4.08456914  -0.61300292
4.09639279  -0.61275314
4.10821643  -0.61250599
4.12004008  -0.61226142
4.13186373  -0.61201938
4.14368737  -0.61177983
4.15551102  -0.61154274
4.16733467  -0.61130805
4.17915832  -0.61107573
4.19098196  -0.61084574
4.20280561  -0.61061804
4.21462926  -0.61039260
4.22645291  -0.61016937
4.23827655  -0.60994832
4.25010020  -0.60972941
4.26192385  -0.60951261
4.27374749  -0.60929789
4.28557114  -0.60908520
4.29739479  -0.60887452
4.30921844  -0.60866581
4.32104208  -0.60845904
4.33286573  -0.60825418
4.34468938  -0.60805120
4.35651303  -0.60785007
4.36833667  -0.60765076
4.38016032  -0.60745324
4.39198397  -0.60725748
4.40380762  -0.60706345
4.41563126  -0.60687112
4.42745491  -0.60668047
4.43927856  -0.60649148
4.45110220  -0.60630411
4.46292585  -0.60611834
4.47474950  -0.60593414
4.48657315  -0.60575150
4.49839679  -0.60557038
4.51022044  -0.60539077
4.52204409  -0.60521263
4.53386774  -0.60503595
4.54569138  -0.60486070
4.55751503  -0.60468687
4.56933868  -0.60451443
4.58116232  -0.60434336
4.59298597  -0.60417363
4.60480962  -0.60400524
4.61663327  -0.60383815
4.62845691  -0.60367236
4.64028056  -0.60350783
4.65210421  -0.60334456
4.66392786  -0.60318252
4.67575150  -0.60302169
4.68757515  -0.60286207
4.69939880  -0.60270362
4.71122244  -0.60254633
4.72304609  -0.60239020
4.73486974  -0.60223519
4.74669339  -0.60208129
4.75851703  -0.60192850
4.77034068  -0.60177678
4.78216433  -0.60162614
4.79398798  -0.60147654
4.80581162  -0.60132799
4.81763527  -0.60118045
4.82945892  -0.60103393
4.84128257  -0.60088840
4.85310621  -0.60074385
4.86492986  -0.60060028
4.87675351  -0.60045765
4.88857715  -0.60031598
4.90040080  -0.60017523
4.91222445  -0.60003540
4.92404810  -0.59989647
4.93587174  -0.59975844
4.94769539  -0.59962129
4.95951904  -0.59948501
4.97134269  -0.59934959
4.98316633  -0.59921502
4.99498998  -0.59908129
5.00681363  -0.59894838
5.01863727  -0.59881629
5.03046092  -0.59868501
5.04228457  -0.59855452
5.05410822  -0.59842482
5.06593186  -0.59829590
5.07775551  -0.59816774
5.08957916  -0.59804034
5.10140281  -0.59791370
5.11322645  -0.59778779
5.12505010  -0.59766261
5.13687375  -0.59753815
5.14869739  -0.59741441
5.16052104  -0.59729137
5.17234469  -0.59716903
5.18416834  -0.59704738
5.19599198  -0.59692641
5.20781563  -0.59680611
5.21963928  -0.59668648
5.23146293  -0.59656751
5.24328657  -0.59644919
5.25511022  -0.59633151
5.26693387  -0.59621447
5.27875752  -0.59609805
5.29058116  -0.59598226
5.30240481  -0.59586709
5.31422846  -0.59575252
5.32605210  -0.59563856
5.33787575  -0.59552520
5.34969940  -0.59541242
5.36152305  -0.59530023
5.37334669  -0.59518861
5.38517034  -0.59507757
5.39699399  -0.59496709
5.40881764  -0.59485718
5.42064128  -0.59474781
5.43246493  -0.59463900
5.44428858  -0.59453073
5.45611222  -0.59442300
5.46793587  -0.59431580
5.47975952  -0.59420912
5.49158317  -0.59410297
5.50340681  -0.59399734
5.51523046  -0.59389222
5.52705411  -0.59378760
5.53887776  -0.59368349
5.55070140  -0.59357988
5.56252505  -0.59347676
5.57434870  -0.59337413
5.58617234  -0.59327198
5.59799599  -0.59317031
5.60981964  -0.59306912
5.62164329  -0.59296840
5.63346693  -0.59286814
5.64529058  -0.59276835
5.65711423  -0.59266901
5.66893788  -0.59257013
5.68076152  -0.59247170
5.69258517  -0.59237372
5.70440882  -0.59227618
5.71623246  -0.59217908
5.72805611  -0.59208242
5.73987976  -0.59198618
5.75170341  -0.59189038
5.76352705  -0.59179499
5.77535070  -0.59170003
5.78717435  -0.59160549
5.79899800  -0.59151136
5.81082164  -0.59141764
5.82264529  -0.59132433
5.83446894  -0.59123142
5.84629259  -0.59113891
5.85811623  -0.59104680
5.86993988  -0.59095509
5.88176353  -0.59086377
5.89358717  -0.59077283
5.90541082  -0.59068228
5.91723447  -0.59059212
5.92905812  -0.59050233
5.94088176  -0.59041292
5.95270541  -0.59032388
5.96452906  -0.59023522
5.97635271  -0.59014692
5.98817635  -0.59005899
6.00000000  -0.58997142
