0.10000000   2.71588737
0.11182365   2.16496458
0.12364729   1.72183705
0.13547094   1.35843813
0.14729459   1.05569561
0.15911824   0.80018988
0.17094188   0.58219923
0.18276553   0.39450412
0.19458918   0.23162746
0.20641283   0.08933626
0.21823647  -0.03569468
0.23006012  -0.14611532
0.24188377  -0.24406457
0.25370741  -0.33128868
0.26553106  -0.40922787
0.27735471  -0.47908086
0.28917836  -0.54185362
0.30100200  -0.59839662
0.31282565  -0.64943366
0.32464930  -0.69558449
0.33647295  -0.73738272
0.34829659  -0.77529002
0.36012024  -0.80970774
0.37194389  -0.84098620
0.38376754  -0.86943241
0.39559118  -0.89531641
0.40741483  -0.91887652
0.41923848  -0.94032379
0.43106212  -0.95984567
0.44288577  -0.97760918
0.45470942  -0.99376358
0.46653307  -1.00844260
0.47835671  -1.02176646
0.49018036  -1.03384348
0.50200401  -1.04477154
0.51382766  -1.05463936
0.52565130  -1.06352752
0.53747495  -1.07150941
0.54929860  -1.07865204
0.56112224  -1.08501676
0.57294589  -1.09065983
0.58476954  -1.09563296
0.59659319  -1.09998379
0.60841683  -1.10375628
0.62024048  -1.10699105
0.63206413  -1.10972571
0.64388778  -1.11199509
0.65571142  -1.11383153
0.66753507  -1.11526503
0.67935872  -1.11632350
0.69118236  -1.11703285
0.70300601  -1.11741721
0.71482966  -1.11749901
0.72665331  -1.11729912
0.73847695  -1.11683696
0.75030060  -1.11613060
0.76212425  -1.11519686
0.77394790  -1.11405135
0.78577154  -1.11270863
0.79759519  -1.11118219
0.80941884  -1.10948462
0.82124248  -1.10762758
0.83306613  -1.10562193
0.84488978  -1.10347776
0.85671343  -1.10120445
0.86853707  -1.09881072
0.88036072  -1.09630468
0.89218437  -1.09369389
0.90400802  -1.09098536
0.91583166  -1.08818567
0.92765531  -1.08530092
0.93947896  -1.08233684
0.95130261  -1.07929875
0.96312625  -1.07619168
0.97494990  -1.07302032
0.98677355  -1.06978909
0.99859719  -1.06650214
1.01042084  -1.06316339
1.02224449  -1.05977655
1.03406814  -1.05634512
1.04589178  -1.05287244
1.05771543  -1.04936166
1.06953908  -1.04581580
1.08136273  -1.04223772
1.09318637  -1.03863016
1.10501002  -1.03499575
1.11683367  -1.03133700
1.12865731  -1.02765630
1.14048096  -1.02395597
1.15230461  -1.02023823
1.16412826  -1.01650521
1.17595190  -1.01275895
1.18777555  -1.00900143
1.19959920  -1.00523454
1.21142285  -1.00146011
1.22324649  -0.99767990
1.23507014  -0.99389561
1.24689379  -0.99010885
1.25871743  -0.98632120
1.27054108  -0.98253416
1.28236473  -0.97874918
1.29418838  -0.97496765
1.30601202  -0.97119092
1.31783567  -0.96742026
1.32965932  -0.96365691
1.34148297  -0.95990205
1.35330661  -0.95615681
1.36513026  -0.95242227
1.37695391  -0.94869948
1.38877756  -0.94498942
1.40060120  -0.94129305
1.41242485  -0.93761126
1.42424850  -0.93394493
1.43607214  -0.93029487
1.44789579  -0.92666188
1.45971944  -0.92304669
1.47154309  -0.91945002
1.48336673  -0.91587255
1.49519038  -0.91231491
1.50701403  -0.90877771
1.51883768  -0.90526154
1.53066132  -0.90176692
1.54248497  -0.89829438
1.55430862  -0.89484440
1.56613226  -0.89141745
1.57795591  -0.88801395
1.58977956  -0.88463431
1.60160321  -0.88127891
1.61342685  -0.87794811
1.62525050  -0.87464224
1.63707415  -0.87136161
1.64889780  -0.86810651
1.66072144  -0.86487722
1.67254509  -0.86167397
1.68436874  -0.85849700
1.69619238  -0.85534652
1.70801603  -0.85222271
1.71983968  -0.84912577
1.73166333  -0.84605584
1.74348697  -0.84301306
1.75531062  -0.83999756
1.76713427  -0.83700945
1.77895792  -0.83404883
1.79078156  -0.83111577
1.80260521  -0.82821034
1.81442886  -0.82533261
1.82625251  -0.82248259
1.83807615  -0.81966034
1.84989980  -0.81686585
1.86172345  -0.81409914
1.87354709  -0.81136020
1.88537074  -0.80864901
1.89719439  -0.80596553
1.90901804  -0.80330974
1.92084168  -0.80068158
1.93266533  -0.79808099
1.94448898  -0.79550791
1.95631263  -0.79296225
1.96813627  -0.79044393
1.97995992  -0.78795286
1.99178357  -0.78548894
2.00360721  -0.78305205
2.01543086  -0.78064209
2.02725451  -0.77825891
2.03907816  -0.77590241
2.05090180  -0.77357243
2.06272545  -0.77126883
2.07454910  -0.76899147
2.08637275  -0.76674020
2.09819639  -0.76451484
2.11002004  -0.76231524
2.12184369  -0.76014124
2.13366733  -0.75799264
